id,region,municipio,age_group,gender,income
65093,Sur,16,30-49,M,28162.38
65094,Sur,10,50+,F,24008.56
65095,Norte,6,18-29,F,16894.01
65096,Sur,18,30-49,M,23905.35
65097,Sur,11,50+,M,21003.75
65098,Norte,3,30-49,F,33554.27
65099,Norte,2,30-49,M,26259.8
65100,Sur,9,18-29,M,11881.21
65101,Norte,5,30-49,F,24882.94
65102,Norte,5,50+,F,22660.67
65103,Norte,3,30-49,F,29740.79
65104,Sur,13,30-49,F,23139.68
65105,Sur,16,30-49,M,18133.26
65106,Sur,13,50+,F,20124.58
65107,Sur,20,30-49,M,28732.52
65108,Sur,18,30-49,F,19695.11
65109,Sur,18,18-29,M,14586.1
65110,Norte,2,50+,F,30334.93
65111,Sur,19,18-29,F,6091.54
65112,Norte,4,30-49,F,25773.82
65113,Sur,13,30-49,F,23126.23
65114,Sur,12,50+,M,30067.87
65115,Norte,3,30-49,F,27289.27
65116,Sur,9,30-49,F,15345.55
65117,Norte,3,18-29,M,20232.72
65118,Sur,10,50+,F,19892.72
65119,Sur,15,18-29,F,20459.59
65120,Sur,9,50+,F,23229.99
65121,Sur,9,30-49,F,21745.4
65122,Norte,8,18-29,M,23039.38
65123,Sur,20,18-29,M,14305.69
65124,Sur,15,50+,F,19056.7
65125,Sur,15,50+,F,17350.81
65126,Sur,17,50+,M,22421.31
65127,Norte,7,18-29,F,26592.57
65128,Sur,18,50+,F,18155.89
65129,Norte,2,50+,M,19853.54
65130,Sur,18,18-29,M,7730.82
65131,Norte,3,18-29,F,22782.0
65132,Sur,12,50+,F,19389.21
65133,Sur,16,18-29,M,13748.87
65134,Norte,7,30-49,M,28944.15
65135,Norte,3,50+,F,19116.16
65136,Norte,5,50+,M,22140.55
65137,Sur,10,18-29,M,11798.72
65138,Norte,4,30-49,F,26795.32
65139,Sur,18,50+,M,24941.92
65140,Sur,17,30-49,M,18812.66
65141,Sur,20,30-49,F,22512.45
65142,Sur,20,50+,F,21817.94
65143,Norte,6,18-29,M,20197.97
65144,Sur,19,18-29,M,11147.27
65145,Sur,19,18-29,F,9086.03
65146,Norte,7,50+,M,24801.7
65147,Sur,10,30-49,F,31046.86
65148,Sur,10,18-29,F,16117.2
65149,Sur,17,50+,F,17415.17
65150,Sur,9,30-49,M,26051.0
65151,Sur,12,30-49,F,20780.72
65152,Sur,17,18-29,M,17641.1
65153,Sur,13,18-29,M,10084.14
65154,Sur,12,50+,F,17521.85
65155,Norte,7,18-29,F,15706.72
65156,Norte,3,50+,F,26959.24
65157,Norte,6,30-49,F,26946.95
65158,Norte,1,30-49,M,29082.58
65159,Sur,9,30-49,F,25395.26
65160,Norte,1,50+,M,26171.12
65161,Norte,2,30-49,F,23765.17
65162,Norte,2,18-29,F,20848.3
65163,Sur,14,30-49,M,30306.99
65164,Norte,5,18-29,M,20750.32
65165,Sur,13,18-29,M,10140.89
65166,Norte,1,50+,M,27963.95
65167,Sur,18,30-49,M,22067.3
65168,Norte,8,50+,F,20623.78
65169,Norte,1,18-29,F,25586.64
65170,Norte,5,30-49,M,36656.27
65171,Sur,20,18-29,F,10360.51
65172,Sur,10,30-49,F,23489.94
65173,Sur,14,30-49,F,26342.0
65174,Sur,16,30-49,F,22460.98
65175,Norte,1,30-49,F,32830.63
65176,Sur,20,18-29,F,8285.37
65177,Norte,1,18-29,F,20032.34
65178,Norte,6,50+,M,23173.33
65179,Sur,19,30-49,F,25940.54
65180,Norte,4,18-29,M,15813.27
65181,Sur,17,18-29,F,24532.91
65182,Norte,5,50+,M,30315.27
65183,Norte,6,30-49,M,17193.45
65184,Sur,11,30-49,M,24691.08
65185,Norte,5,30-49,F,34275.17
65186,Sur,20,30-49,M,25195.46
65187,Sur,13,50+,F,24102.63
65188,Norte,5,18-29,F,25463.71
65189,Sur,12,30-49,M,26926.73
65190,Sur,13,50+,F,22170.46
65191,Sur,20,50+,F,26827.42
65192,Norte,1,50+,M,18728.12
65193,Sur,10,50+,F,31681.11
65194,Sur,19,30-49,F,29938.5
65195,Norte,4,30-49,F,26886.96
65196,Sur,12,30-49,F,22856.07
65197,Sur,19,30-49,F,28574.04
65198,Sur,15,50+,F,24429.2
65199,Sur,9,30-49,F,23120.68
65200,Sur,13,30-49,M,20234.35
65201,Norte,4,18-29,F,17409.74
65202,Sur,14,30-49,F,20501.21
65203,Sur,10,30-49,M,16794.88
65204,Sur,13,50+,M,25055.26
65205,Sur,17,30-49,F,22848.08
65206,Sur,10,50+,M,17174.99
65207,Sur,20,18-29,M,15873.2
65208,Sur,12,30-49,F,30020.24
65209,Sur,14,30-49,F,32408.75
65210,Norte,2,50+,M,28644.58
65211,Sur,11,18-29,M,12957.97
65212,Sur,20,50+,F,33089.89
65213,Norte,4,50+,M,24346.6
65214,Norte,1,50+,F,26523.0
65215,Sur,10,18-29,M,11142.34
65216,Sur,13,18-29,F,13336.2
65217,Norte,1,18-29,M,16981.43
65218,Sur,19,50+,M,17335.75
65219,Norte,7,30-49,F,28108.63
65220,Sur,12,18-29,M,8884.7
65221,Sur,9,50+,F,25998.25
65222,Sur,19,50+,F,32499.95
65223,Sur,15,18-29,M,10736.36
65224,Norte,1,50+,F,24601.61
65225,Norte,8,18-29,M,23760.79
65226,Sur,18,18-29,M,16708.68
65227,Sur,10,30-49,M,17329.97
65228,Norte,1,30-49,F,26772.55
65229,Sur,14,50+,M,25594.3
65230,Sur,15,50+,M,22970.32
65231,Norte,2,50+,M,30398.1
65232,Norte,3,18-29,F,18160.8
65233,Norte,1,50+,F,26128.11
65234,Norte,5,18-29,F,30282.45
65235,Norte,4,18-29,M,20531.15
65236,Norte,4,18-29,F,25491.97
65237,Sur,17,18-29,F,13587.74
65238,Sur,9,18-29,F,17468.55
65239,Sur,16,18-29,F,18224.83
65240,Norte,3,50+,F,27187.92
65241,Norte,7,50+,F,22569.15
65242,Sur,11,18-29,M,11058.25
65243,Norte,8,18-29,F,20869.86
65244,Sur,15,30-49,F,20375.18
65245,Sur,9,50+,F,14961.64
65246,Sur,18,50+,F,26867.5
65247,Norte,6,30-49,M,22420.45
65248,Norte,5,50+,F,27652.85
65249,Sur,15,18-29,M,15154.32
65250,Norte,3,30-49,M,29717.01
65251,Sur,16,30-49,M,18209.65
65252,Norte,2,50+,M,25328.94
65253,Sur,19,50+,F,13039.47
65254,Norte,6,30-49,M,28868.57
65255,Sur,16,18-29,M,12833.4
65256,Norte,8,30-49,M,22664.35
65257,Sur,17,18-29,M,15947.37
65258,Norte,8,50+,M,22513.23
65259,Norte,1,30-49,M,27250.45
65260,Sur,9,30-49,M,24988.32
65261,Sur,9,18-29,M,11825.68
65262,Sur,10,18-29,F,16963.76
65263,Sur,17,30-49,F,25398.18
65264,Sur,13,18-29,F,11038.22
65265,Norte,4,30-49,M,28030.8
65266,Norte,5,18-29,M,22303.09
65267,Sur,14,30-49,F,18240.95
65268,Sur,18,18-29,F,12260.1
65269,Sur,9,30-49,F,21081.84
65270,Norte,1,30-49,M,30497.71
65271,Norte,1,18-29,M,21852.74
65272,Sur,15,30-49,M,23232.6
65273,Sur,19,50+,F,23967.73
65274,Norte,3,30-49,F,35566.83
65275,Sur,20,30-49,M,18368.8
65276,Norte,7,18-29,F,20868.91
65277,Sur,15,18-29,M,12523.52
65278,Sur,11,50+,M,23564.16
65279,Sur,11,50+,F,21578.57
65280,Sur,18,50+,F,18875.31
65281,Sur,13,30-49,F,25105.15
65282,Norte,8,30-49,M,25070.08
65283,Sur,12,30-49,F,18361.51
65284,Norte,2,50+,M,20030.09
65285,Sur,15,30-49,M,23432.63
65286,Norte,6,18-29,M,25080.33
65287,Sur,15,50+,F,32448.12
65288,Norte,8,18-29,M,17311.43
65289,Norte,7,18-29,M,19434.08
65290,Norte,6,30-49,F,31470.82
65291,Sur,9,30-49,F,19704.37
65292,Sur,16,50+,F,18495.25
65293,Norte,8,18-29,M,19594.83
65294,Norte,6,18-29,F,24485.81
65295,Norte,6,50+,F,28677.07
65296,Norte,4,30-49,M,26597.99
65297,Sur,14,30-49,F,20623.41
65298,Sur,16,30-49,M,21334.16
65299,Norte,5,50+,F,19661.96
65300,Norte,5,50+,M,26803.64
65301,Norte,7,30-49,F,33544.47
65302,Sur,14,18-29,F,14668.31
65303,Sur,15,50+,F,14787.45
65304,Sur,13,18-29,F,9222.41
65305,Sur,17,50+,M,27388.55
65306,Norte,6,30-49,F,35059.94
65307,Sur,10,30-49,M,16996.15
65308,Norte,4,30-49,M,28714.45
65309,Sur,19,30-49,M,24767.78
65310,Norte,8,18-29,F,21616.83
65311,Norte,3,50+,M,25288.32
65312,Sur,15,30-49,M,20288.26
65313,Norte,7,30-49,M,25894.1
65314,Norte,5,30-49,M,22872.1
65315,Norte,7,30-49,M,20692.23
65316,Sur,19,50+,M,20403.82
65317,Sur,16,18-29,F,16363.52
65318,Norte,3,30-49,M,15496.69
65319,Norte,8,50+,M,22438.64
65320,Sur,13,30-49,M,27661.49
65321,Sur,19,50+,M,20112.02
65322,Sur,19,18-29,F,15304.35
65323,Sur,17,18-29,M,12770.55
65324,Sur,9,50+,M,13971.12
65325,Norte,8,50+,F,20346.89
65326,Sur,14,18-29,F,16911.98
65327,Sur,9,18-29,M,17544.06
65328,Sur,11,50+,M,17112.72
65329,Sur,20,18-29,F,13970.48
65330,Sur,13,30-49,F,23374.74
65331,Sur,13,30-49,F,27917.82
65332,Norte,6,18-29,M,21233.75
65333,Norte,5,50+,M,28665.36
65334,Sur,17,18-29,F,12765.53
65335,Norte,3,30-49,F,30725.47
65336,Sur,19,30-49,F,31633.54
65337,Norte,6,18-29,F,22983.56
65338,Norte,3,30-49,F,22428.79
65339,Norte,5,30-49,M,30948.94
65340,Sur,17,30-49,M,20734.56
65341,Sur,12,30-49,M,26319.81
65342,Sur,19,30-49,F,18931.77
65343,Norte,1,30-49,M,22930.26
65344,Sur,15,30-49,M,16139.3
65345,Sur,16,18-29,F,18399.02
65346,Sur,19,30-49,F,31117.91
65347,Sur,16,30-49,F,24161.3
65348,Norte,6,50+,M,24373.34
65349,Sur,9,30-49,M,27469.57
65350,Sur,15,30-49,F,19501.59
65351,Sur,17,50+,M,19522.78
65352,Sur,16,18-29,F,9335.44
65353,Norte,8,18-29,F,22460.0
65354,Norte,2,30-49,M,30138.35
65355,Sur,19,30-49,M,23130.21
65356,Sur,16,18-29,F,9061.3
65357,Sur,14,30-49,M,24481.81
65358,Norte,1,50+,F,27827.44
65359,Norte,5,30-49,M,38299.07
65360,Norte,2,18-29,F,19696.79
65361,Sur,11,30-49,F,18594.13
65362,Norte,5,18-29,M,21095.72
65363,Norte,1,18-29,F,21288.18
65364,Sur,19,18-29,M,13725.28
65365,Sur,10,18-29,F,14412.26
65366,Sur,14,30-49,M,18040.2
65367,Norte,1,50+,F,39235.18
65368,Norte,7,18-29,M,19882.6
65369,Norte,1,50+,F,27166.89
65370,Sur,10,18-29,F,7032.4
65371,Norte,7,30-49,F,27337.33
65372,Norte,3,18-29,F,12883.14
65373,Sur,16,50+,M,16346.59
65374,Sur,20,30-49,F,25589.55
65375,Sur,15,18-29,M,14956.73
65376,Sur,17,30-49,M,16903.1
65377,Norte,2,30-49,M,40736.46
65378,Norte,7,30-49,M,32485.4
65379,Sur,16,18-29,F,18337.64
65380,Sur,16,30-49,M,19493.24
65381,Sur,13,30-49,F,27055.98
65382,Sur,10,30-49,M,25731.21
65383,Sur,17,30-49,F,23484.84
65384,Sur,14,50+,M,18063.26
65385,Norte,1,30-49,F,30017.85
65386,Norte,1,30-49,F,37254.88
65387,Sur,20,18-29,M,25828.89
65388,Sur,14,30-49,M,27603.04
65389,Norte,7,30-49,M,23346.92
65390,Norte,6,30-49,F,26328.9
65391,Sur,20,30-49,F,15626.96
65392,Sur,15,18-29,F,11172.15
65393,Norte,3,50+,F,29916.47
65394,Norte,6,30-49,F,31419.12
65395,Sur,9,30-49,M,17693.28
65396,Sur,14,30-49,M,24581.24
65397,Sur,19,18-29,M,12986.26
65398,Sur,19,30-49,F,18848.17
65399,Sur,11,18-29,M,11552.58
65400,Norte,4,30-49,F,36222.9
65401,Sur,13,30-49,M,24884.48
65402,Norte,8,30-49,F,28682.11
65403,Sur,13,18-29,F,19230.09
65404,Norte,7,50+,M,20927.01
65405,Sur,14,30-49,M,16201.84
65406,Norte,7,30-49,F,24584.71
65407,Sur,11,50+,M,16050.48
65408,Sur,17,30-49,M,21595.93
65409,Norte,6,50+,F,22635.24
65410,Sur,10,30-49,F,21736.97
65411,Sur,20,50+,M,21838.82
65412,Sur,17,18-29,M,19434.61
65413,Norte,3,30-49,F,33469.53
65414,Sur,19,18-29,F,21112.7
65415,Norte,8,30-49,M,33546.45
65416,Norte,8,30-49,F,25884.53
65417,Norte,2,50+,M,26842.33
65418,Norte,7,18-29,F,13971.55
65419,Sur,9,30-49,M,32184.92
65420,Sur,14,18-29,M,12691.37
65421,Norte,4,30-49,F,29713.72
65422,Sur,18,50+,M,24808.86
65423,Sur,13,18-29,F,13214.29
65424,Norte,7,50+,F,28881.17
65425,Norte,6,18-29,F,25297.55
65426,Sur,15,18-29,M,16726.94
65427,Sur,11,50+,M,24456.59
65428,Norte,2,18-29,M,21014.55
65429,Norte,5,18-29,F,17109.9
65430,Norte,1,50+,F,25902.14
65431,Sur,19,18-29,F,4000.0
65432,Sur,16,18-29,F,16130.9
65433,Sur,14,50+,F,18348.65
65434,Norte,7,18-29,M,16581.17
65435,Sur,18,50+,F,24810.42
65436,Sur,9,30-49,F,26014.27
65437,Sur,20,50+,M,16752.42
65438,Sur,11,18-29,F,11159.98
65439,Sur,13,50+,F,9880.2
65440,Sur,18,18-29,M,15013.79
65441,Sur,18,30-49,M,23371.49
65442,Sur,15,18-29,M,17964.54
65443,Norte,2,50+,F,21511.28
65444,Sur,11,30-49,F,19632.63
65445,Sur,10,50+,M,23171.89
65446,Sur,19,50+,F,22500.19
65447,Sur,11,18-29,M,20001.7
65448,Sur,14,30-49,F,26385.89
65449,Sur,19,18-29,F,9616.8
65450,Sur,11,50+,M,23228.21
65451,Norte,8,18-29,F,18378.5
65452,Norte,8,50+,M,28105.5
65453,Sur,16,18-29,M,12939.48
65454,Sur,11,30-49,F,21738.14
65455,Sur,18,50+,F,23257.1
65456,Norte,4,50+,M,19638.47
65457,Sur,19,18-29,M,11846.17
65458,Sur,11,50+,F,24964.29
65459,Sur,18,50+,M,15524.25
65460,Sur,18,50+,M,17429.13
65461,Sur,15,50+,F,19607.04
65462,Norte,3,50+,F,24569.65
65463,Norte,8,30-49,F,29227.82
65464,Norte,6,50+,M,29138.13
65465,Sur,20,50+,M,13473.23
65466,Sur,20,50+,F,20153.94
65467,Sur,18,18-29,M,18085.35
65468,Sur,16,30-49,F,21734.54
65469,Norte,1,50+,M,23988.86
65470,Norte,4,50+,M,23805.75
65471,Norte,6,30-49,M,29222.37
65472,Norte,1,50+,M,31827.78
65473,Norte,8,30-49,F,31175.31
65474,Sur,11,30-49,M,24241.47
65475,Sur,18,50+,F,25452.12
65476,Sur,9,50+,M,22816.38
65477,Sur,9,30-49,F,28382.29
65478,Norte,1,50+,M,23309.67
65479,Sur,18,18-29,F,10521.19
65480,Sur,18,18-29,M,18487.72
65481,Sur,13,18-29,M,13552.07
65482,Norte,7,50+,F,25553.41
65483,Sur,19,30-49,F,24061.82
65484,Norte,5,18-29,M,27943.4
65485,Sur,20,18-29,M,20949.98
65486,Sur,14,30-49,M,25694.15
65487,Norte,6,18-29,F,16239.61
65488,Sur,12,30-49,F,21891.2
65489,Sur,17,30-49,M,21207.39
65490,Sur,10,50+,M,21264.49
65491,Norte,6,30-49,F,22580.04
65492,Norte,5,30-49,M,31879.24
65493,Sur,15,18-29,M,18840.62
65494,Norte,7,50+,F,24818.16
65495,Sur,15,50+,M,27560.62
65496,Sur,12,50+,F,25536.34
65497,Norte,2,18-29,F,14053.41
65498,Sur,15,18-29,F,14732.66
65499,Norte,3,18-29,M,15422.65
65500,Sur,20,18-29,M,8672.18
65501,Norte,8,50+,F,32708.85
65502,Sur,13,50+,M,21549.43
65503,Norte,2,18-29,F,21223.91
65504,Sur,17,50+,F,16259.56
65505,Sur,15,50+,F,14077.88
65506,Sur,16,18-29,M,19352.56
65507,Sur,19,50+,M,16807.05
65508,Sur,12,50+,F,24770.85
65509,Sur,18,30-49,M,20059.51
65510,Sur,17,30-49,F,26166.42
65511,Sur,16,50+,M,26010.57
65512,Sur,19,50+,F,22419.64
65513,Sur,12,50+,F,22623.67
65514,Norte,5,30-49,M,27298.34
65515,Sur,15,30-49,F,27280.37
65516,Norte,6,18-29,M,18488.8
65517,Sur,19,18-29,F,9514.19
65518,Sur,16,50+,F,22136.75
65519,Sur,11,30-49,F,28823.98
65520,Norte,8,30-49,M,25077.58
65521,Sur,9,30-49,M,24695.84
65522,Sur,9,30-49,M,31549.73
65523,Sur,15,18-29,M,17933.43
65524,Sur,9,18-29,F,22053.43
65525,Norte,7,18-29,M,24632.56
65526,Norte,2,30-49,F,26776.48
65527,Norte,3,30-49,M,22329.37
65528,Sur,18,18-29,M,18783.19
65529,Norte,1,30-49,F,22426.15
65530,Sur,10,50+,F,18326.09
65531,Sur,15,18-29,M,7246.18
65532,Sur,16,30-49,M,27944.97
65533,Norte,3,50+,F,17960.01
65534,Sur,9,50+,M,20582.55
65535,Sur,17,30-49,F,20716.73
65536,Sur,17,18-29,F,14939.63
65537,Norte,5,30-49,M,32528.84
65538,Sur,19,30-49,M,24608.99
65539,Sur,18,30-49,F,19010.37
65540,Norte,7,30-49,F,26116.71
65541,Norte,6,18-29,F,13735.53
65542,Sur,14,30-49,F,17693.35
65543,Norte,4,18-29,F,19737.32
65544,Norte,6,50+,M,23770.52
65545,Sur,20,30-49,F,19008.37
65546,Norte,6,30-49,F,26542.18
65547,Norte,4,18-29,F,18002.94
65548,Sur,16,30-49,M,30564.93
65549,Sur,15,30-49,M,25322.62
65550,Sur,17,30-49,F,17853.33
65551,Sur,19,30-49,F,18327.64
65552,Sur,14,18-29,M,17270.05
65553,Norte,7,18-29,M,24832.43
65554,Sur,14,18-29,M,10135.56
65555,Sur,11,30-49,F,22710.67
65556,Sur,17,30-49,F,19247.91
65557,Sur,12,50+,M,19481.19
65558,Norte,2,30-49,M,28569.14
65559,Sur,19,30-49,M,27596.32
65560,Norte,1,50+,F,24645.1
65561,Sur,20,18-29,F,12012.94
65562,Sur,13,18-29,F,14638.64
65563,Sur,20,30-49,M,16186.09
65564,Norte,4,50+,M,32499.14
65565,Sur,12,30-49,F,27281.64
65566,Sur,9,18-29,M,15937.39
65567,Sur,10,18-29,M,8026.92
65568,Sur,10,50+,F,15995.38
65569,Sur,18,30-49,M,19881.29
65570,Sur,9,30-49,M,23615.03
65571,Sur,14,18-29,M,19180.66
65572,Norte,1,18-29,M,20724.25
65573,Sur,15,50+,M,31371.88
65574,Sur,9,18-29,M,16708.63
65575,Sur,9,30-49,M,23359.41
65576,Norte,4,30-49,M,28833.08
65577,Norte,7,30-49,M,24477.08
65578,Sur,12,18-29,F,13563.07
65579,Norte,5,18-29,F,22770.85
65580,Norte,3,50+,M,27030.37
65581,Norte,2,30-49,M,21794.98
65582,Sur,14,30-49,M,24667.04
65583,Norte,8,30-49,M,31889.26
65584,Sur,19,50+,M,18996.16
65585,Sur,12,30-49,M,23109.15
65586,Norte,7,30-49,M,31504.22
65587,Sur,16,50+,F,24804.55
65588,Norte,3,30-49,F,25333.67
65589,Sur,19,18-29,F,14501.24
65590,Norte,5,30-49,F,26898.8
65591,Norte,5,18-29,M,22325.14
65592,Sur,17,50+,F,19873.95
65593,Norte,2,30-49,F,28015.08
65594,Sur,14,30-49,F,28867.33
65595,Sur,13,18-29,M,21073.32
65596,Sur,11,30-49,M,20069.21
65597,Norte,6,50+,M,24118.97
65598,Sur,13,50+,M,23616.83
65599,Norte,4,50+,M,28646.75
65600,Sur,14,30-49,F,27592.58
65601,Sur,13,18-29,F,21771.82
65602,Norte,7,30-49,M,19994.24
65603,Sur,17,30-49,F,25240.97
65604,Sur,16,30-49,F,19103.87
65605,Sur,19,18-29,F,17039.17
65606,Norte,5,50+,M,34893.7
65607,Norte,7,50+,M,27880.54
65608,Sur,15,50+,M,19505.0
65609,Sur,15,50+,F,15495.31
65610,Sur,14,50+,F,17342.89
65611,Norte,3,30-49,M,31861.04
65612,Norte,5,50+,F,23387.69
65613,Norte,5,18-29,F,23649.43
65614,Sur,14,50+,M,16667.07
65615,Sur,14,30-49,M,17770.99
65616,Norte,3,30-49,F,29046.53
65617,Sur,11,30-49,F,22738.46
65618,Sur,18,50+,F,28932.38
65619,Sur,20,18-29,F,12810.24
65620,Sur,9,50+,M,16366.59
65621,Sur,12,30-49,F,16687.66
65622,Sur,10,18-29,F,17910.83
65623,Sur,19,30-49,F,22097.46
65624,Sur,12,50+,F,24425.37
65625,Norte,4,50+,M,27076.74
65626,Sur,17,18-29,F,8276.44
65627,Norte,3,50+,M,21010.79
65628,Sur,16,18-29,F,7515.24
65629,Sur,10,18-29,M,12999.65
65630,Sur,20,18-29,M,19664.25
65631,Sur,15,30-49,F,21036.32
65632,Norte,6,30-49,M,22583.36
65633,Norte,6,30-49,M,22329.47
65634,Sur,15,18-29,M,13949.85
65635,Sur,15,30-49,M,29656.91
65636,Sur,15,18-29,M,9346.9
65637,Sur,11,18-29,M,25547.82
65638,Norte,3,30-49,M,26565.07
65639,Norte,2,50+,F,19337.0
65640,Sur,20,50+,M,25871.02
65641,Sur,12,18-29,M,15082.17
65642,Sur,16,30-49,F,22296.26
65643,Sur,15,18-29,M,19202.28
65644,Sur,17,18-29,M,16787.47
65645,Norte,8,50+,M,23202.09
65646,Norte,1,50+,M,34498.3
65647,Sur,18,30-49,M,23412.49
65648,Norte,1,30-49,F,21927.19
65649,Sur,20,30-49,M,19619.26
65650,Norte,8,30-49,M,31178.88
65651,Norte,7,50+,F,25576.07
65652,Sur,16,18-29,M,15148.42
65653,Sur,10,18-29,M,9010.06
65654,Norte,4,50+,F,26381.09
65655,Norte,4,30-49,F,32861.71
65656,Norte,3,18-29,F,15340.74
65657,Norte,1,50+,M,26645.6
65658,Sur,20,18-29,F,11436.08
65659,Norte,6,30-49,F,24861.9
65660,Norte,6,50+,F,32114.2
65661,Sur,11,30-49,M,25463.32
65662,Norte,5,50+,F,29582.45
65663,Sur,10,18-29,M,18330.19
65664,Sur,9,50+,M,24921.65
65665,Norte,3,30-49,M,31375.39
65666,Norte,1,50+,F,27828.32
65667,Sur,11,30-49,F,22473.76
65668,Sur,20,50+,F,17772.8
65669,Sur,20,30-49,F,23927.98
65670,Sur,9,18-29,M,14847.76
65671,Sur,14,18-29,M,19596.14
65672,Norte,3,18-29,M,21851.72
65673,Norte,4,30-49,F,31059.71
65674,Sur,12,30-49,F,15987.64
65675,Sur,9,30-49,M,24968.71
65676,Norte,1,18-29,F,15556.14
65677,Sur,18,50+,F,13197.06
65678,Sur,11,50+,F,19761.78
65679,Norte,6,30-49,M,24466.17
65680,Norte,6,30-49,M,32095.06
65681,Norte,8,50+,M,30760.1
65682,Norte,2,50+,M,27111.33
65683,Sur,12,50+,F,23495.86
65684,Norte,6,50+,M,22198.54
65685,Norte,3,18-29,F,22595.39
65686,Sur,10,18-29,F,19175.94
65687,Sur,13,30-49,F,24168.34
65688,Sur,16,50+,F,25053.13
65689,Sur,17,30-49,M,26480.14
65690,Sur,13,18-29,F,19355.1
65691,Norte,3,30-49,F,28014.64
65692,Norte,8,18-29,F,23357.33
65693,Norte,7,50+,F,26217.63
65694,Norte,6,50+,F,24586.92
65695,Norte,6,18-29,F,17341.59
65696,Sur,19,30-49,F,27364.88
65697,Sur,13,30-49,F,16076.72
65698,Norte,2,30-49,F,24438.18
65699,Sur,9,30-49,M,20894.29
65700,Norte,7,30-49,F,21114.03
65701,Sur,12,50+,M,22002.17
65702,Norte,4,30-49,F,25754.34
65703,Sur,12,30-49,F,18385.14
65704,Sur,14,50+,F,18289.2
65705,Norte,4,18-29,F,18348.85
65706,Sur,9,30-49,F,33703.89
65707,Sur,15,18-29,F,19330.36
65708,Sur,19,50+,M,24873.81
65709,Sur,20,18-29,M,16052.33
65710,Sur,14,30-49,F,26423.25
65711,Norte,7,18-29,F,22511.95
65712,Norte,8,30-49,F,32037.45
65713,Sur,14,50+,F,25916.1
65714,Sur,11,50+,F,19537.58
65715,Sur,9,30-49,F,22507.61
65716,Sur,12,18-29,M,8224.32
65717,Norte,5,18-29,M,20996.87
65718,Sur,19,50+,M,15225.38
65719,Sur,17,50+,F,17312.06
65720,Norte,7,30-49,F,23887.1
65721,Norte,7,50+,M,29755.28
65722,Sur,9,30-49,M,25188.96
65723,Norte,2,18-29,F,17398.71
65724,Sur,18,18-29,M,16282.15
65725,Norte,6,50+,F,31830.06
65726,Sur,11,50+,M,15768.76
65727,Norte,4,18-29,F,17075.36
65728,Sur,15,18-29,F,21771.42
65729,Sur,15,30-49,M,20904.14
65730,Sur,18,30-49,M,20355.51
65731,Sur,19,30-49,F,19481.19
65732,Norte,4,50+,M,23303.22
65733,Norte,2,30-49,M,28062.8
65734,Sur,11,18-29,M,15902.47
65735,Sur,17,50+,F,16323.45
65736,Sur,19,50+,M,18401.1
65737,Sur,15,50+,M,23567.38
65738,Sur,14,50+,M,20707.86
65739,Norte,5,30-49,F,25808.66
65740,Sur,10,50+,F,25061.23
65741,Sur,12,30-49,F,28614.74
65742,Sur,13,18-29,M,19239.01
65743,Sur,20,18-29,M,11520.2
65744,Norte,8,18-29,F,21487.75
65745,Sur,9,50+,F,19033.97
65746,Norte,1,30-49,F,31479.67
65747,Norte,5,50+,F,22018.53
65748,Norte,6,30-49,M,30416.46
65749,Sur,16,50+,F,24710.65
65750,Norte,2,50+,F,21370.67
65751,Norte,1,18-29,M,13937.56
65752,Sur,13,50+,F,17529.97
65753,Sur,20,30-49,F,27538.27
65754,Sur,13,18-29,F,10383.64
65755,Norte,6,30-49,F,30657.64
65756,Sur,13,30-49,F,30182.52
65757,Norte,4,50+,F,20552.28
65758,Sur,18,18-29,F,15173.97
65759,Sur,14,50+,F,14638.88
65760,Norte,2,18-29,F,15203.93
65761,Sur,10,30-49,F,24950.99
65762,Sur,20,50+,F,22137.22
65763,Norte,5,50+,F,26848.42
65764,Sur,13,30-49,F,23021.45
65765,Norte,1,30-49,M,32858.41
65766,Norte,2,50+,F,30286.13
65767,Sur,14,50+,F,18288.18
65768,Sur,14,30-49,F,18586.04
65769,Sur,11,18-29,F,14975.64
65770,Sur,16,50+,M,20314.21
65771,Norte,6,18-29,M,24554.01
65772,Norte,5,18-29,M,19044.66
65773,Sur,14,30-49,F,29499.3
65774,Norte,8,50+,F,24820.18
65775,Norte,6,18-29,F,13125.03
65776,Norte,1,30-49,F,30396.64
65777,Norte,8,30-49,F,27025.4
65778,Norte,6,30-49,F,25980.12
65779,Sur,18,30-49,M,19260.58
65780,Norte,2,30-49,M,30637.42
65781,Sur,10,30-49,M,19088.34
65782,Norte,3,18-29,F,24227.64
65783,Sur,19,50+,M,15448.03
65784,Sur,20,50+,F,22942.26
65785,Sur,18,30-49,M,21262.29
65786,Sur,15,30-49,M,21647.64
65787,Sur,15,30-49,F,11490.07
65788,Sur,19,18-29,M,11946.05
65789,Norte,3,30-49,M,23769.55
65790,Sur,14,18-29,F,15742.24
65791,Sur,20,18-29,M,13355.4
65792,Norte,5,30-49,M,31721.04
65793,Sur,13,30-49,F,24903.52
65794,Sur,20,50+,F,24985.39
65795,Sur,18,50+,M,25798.31
65796,Norte,8,50+,M,26557.46
65797,Sur,20,30-49,M,25868.22
65798,Sur,20,30-49,M,20894.37
65799,Sur,16,18-29,F,12240.21
65800,Sur,16,30-49,F,28293.27
65801,Sur,12,30-49,F,11825.69
